temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,year,month,day,hour,day_of_week,is_weekend,is_rush_hour,is_holiday,weather_main_clear,weather_main_clouds,weather_main_drizzle,weather_main_fog,weather_main_haze,weather_main_mist,weather_main_rain,weather_main_smoke,weather_main_snow,weather_main_squall,weather_main_thunderstorm,weather_desc_broken clouds,weather_desc_drizzle,weather_desc_few clouds,weather_desc_fog,weather_desc_haze,weather_desc_heavy snow,weather_desc_light intensity drizzle,weather_desc_light rain,weather_desc_light snow,weather_desc_mist,weather_desc_moderate rain,weather_desc_other,weather_desc_overcast clouds,weather_desc_proximity thunderstorm,weather_desc_scattered clouds,weather_desc_sky is clear
287.1,0.0,0.0,1,2012-10-03 21:00:00,2637,2012,10,3,21,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
286.25,0.0,0.0,1,2012-10-03 22:00:00,1777,2012,10,3,22,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
285.26,0.0,0.0,1,2012-10-03 23:00:00,1015,2012,10,3,23,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
284.55,0.0,0.0,1,2012-10-04 00:00:00,598,2012,10,4,0,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.47,0.0,0.0,1,2012-10-04 01:00:00,369,2012,10,4,1,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.17,0.0,0.0,1,2012-10-04 02:00:00,312,2012,10,4,2,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
282.04,0.0,0.0,1,2012-10-04 03:00:00,367,2012,10,4,3,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281.69,0.0,0.0,1,2012-10-04 04:00:00,835,2012,10,4,4,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281.32,0.0,0.0,1,2012-10-04 05:00:00,2726,2012,10,4,5,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
280.74,0.0,0.0,1,2012-10-04 06:00:00,5689,2012,10,4,6,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
280.57,0.0,0.0,1,2012-10-04 07:00:00,6990,2012,10,4,7,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281.86,0.0,0.0,1,2012-10-04 08:00:00,5985,2012,10,4,8,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
284.98,0.0,0.0,1,2012-10-04 09:00:00,5309,2012,10,4,9,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
289.18,0.0,0.0,1,2012-10-04 10:00:00,4603,2012,10,4,10,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
291.55,0.0,0.0,1,2012-10-04 11:00:00,4884,2012,10,4,11,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
294.97,0.0,0.0,1,2012-10-04 12:00:00,5104,2012,10,4,12,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
296.38,0.0,0.0,1,2012-10-04 13:00:00,5178,2012,10,4,13,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
297.32,0.0,0.0,1,2012-10-04 14:00:00,5501,2012,10,4,14,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
298.17,0.0,0.0,1,2012-10-04 15:00:00,5713,2012,10,4,15,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
298.06,0.0,0.0,20,2012-10-04 16:00:00,6292,2012,10,4,16,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
297.67,0.0,0.0,20,2012-10-04 17:00:00,6057,2012,10,4,17,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
296.36,0.0,0.0,40,2012-10-04 18:00:00,4907,2012,10,4,18,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
293.85,0.0,0.0,40,2012-10-04 19:00:00,3503,2012,10,4,19,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
292.43,0.0,0.0,40,2012-10-04 20:00:00,3037,2012,10,4,20,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
291.77,0.0,0.0,75,2012-10-04 21:00:00,2822,2012,10,4,21,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291.36,0.0,0.0,75,2012-10-04 22:00:00,1992,2012,10,4,22,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291.12,0.0,0.0,75,2012-10-04 23:00:00,1166,2012,10,4,23,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290.63,0.0,0.0,75,2012-10-05 00:00:00,627,2012,10,5,0,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290.46,0.0,0.0,40,2012-10-05 01:00:00,388,2012,10,5,1,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
289.26,0.0,0.0,0,2012-10-05 03:00:00,368,2012,10,5,3,4,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.21,0.0,0.0,75,2012-10-05 05:00:00,2489,2012,10,5,5,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282.24,0.0,0.0,90,2012-10-05 06:00:00,5537,2012,10,5,6,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281.69,0.0,0.0,90,2012-10-05 07:00:00,6628,2012,10,5,7,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.57,0.0,0.0,90,2012-10-05 08:00:00,5534,2012,10,5,8,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.02,0.0,0.0,75,2012-10-05 09:00:00,5403,2012,10,5,9,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280.11,0.0,0.0,75,2012-10-05 10:00:00,4770,2012,10,5,10,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280.0,0.0,0.0,90,2012-10-05 11:00:00,5217,2012,10,5,11,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.53,0.0,0.0,90,2012-10-05 12:00:00,5870,2012,10,5,12,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281.43,0.0,0.0,75,2012-10-05 13:00:00,5967,2012,10,5,13,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
281.78,0.0,0.0,90,2012-10-05 14:00:00,6108,2012,10,5,14,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281.91,0.0,0.0,90,2012-10-05 15:00:00,6128,2012,10,5,15,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281.73,0.0,0.0,90,2012-10-05 16:00:00,6069,2012,10,5,16,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281.42,0.0,0.0,90,2012-10-05 17:00:00,6169,2012,10,5,17,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.87,0.0,0.0,90,2012-10-05 18:00:00,5384,2012,10,5,18,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.15,0.0,0.0,90,2012-10-05 19:00:00,4063,2012,10,5,19,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.78,0.0,0.0,90,2012-10-05 20:00:00,3364,2012,10,5,20,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.65,0.0,0.0,75,2012-10-05 21:00:00,2971,2012,10,5,21,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279.22,0.0,0.0,40,2012-10-05 22:00:00,2450,2012,10,5,22,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
279.06,0.0,0.0,40,2012-10-05 23:00:00,1832,2012,10,5,23,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
278.81,0.0,0.0,90,2012-10-06 00:00:00,1231,2012,10,6,0,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.55,0.0,0.0,90,2012-10-06 01:00:00,718,2012,10,6,1,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.59,0.0,0.0,90,2012-10-06 02:00:00,545,2012,10,6,2,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.99,0.0,0.0,75,2012-10-06 04:00:00,411,2012,10,6,4,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.35,0.0,0.0,20,2012-10-06 05:00:00,688,2012,10,6,5,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
275.4,0.0,0.0,1,2012-10-06 06:00:00,1352,2012,10,6,6,5,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
275.17,0.0,0.0,1,2012-10-06 07:00:00,2072,2012,10,6,7,5,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
274.99,0.0,0.0,1,2012-10-06 08:00:00,3342,2012,10,6,8,5,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
275.09,0.0,0.0,40,2012-10-06 09:00:00,4258,2012,10,6,9,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
276.88,0.0,0.0,20,2012-10-06 10:00:00,4861,2012,10,6,10,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
278.04,0.0,0.0,20,2012-10-06 11:00:00,5191,2012,10,6,11,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
279.08,0.0,0.0,40,2012-10-06 12:00:00,5669,2012,10,6,12,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
280.12,0.0,0.0,75,2012-10-06 13:00:00,5074,2012,10,6,13,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280.25,0.0,0.0,75,2012-10-06 14:00:00,5025,2012,10,6,14,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280.0,0.0,0.0,75,2012-10-06 15:00:00,5153,2012,10,6,15,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279.06,0.0,0.0,90,2012-10-06 16:00:00,5024,2012,10,6,16,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.91,0.0,0.0,90,2012-10-06 17:00:00,4779,2012,10,6,17,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.39,0.0,0.0,90,2012-10-06 18:00:00,4362,2012,10,6,18,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.16,0.0,0.0,90,2012-10-06 19:00:00,3860,2012,10,6,19,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.16,0.0,0.0,90,2012-10-06 20:00:00,3160,2012,10,6,20,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.93,0.0,0.0,90,2012-10-06 21:00:00,2992,2012,10,6,21,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.9,0.0,0.0,90,2012-10-06 22:00:00,3202,2012,10,6,22,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.34,0.0,0.0,75,2012-10-06 23:00:00,1941,2012,10,6,23,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.11,0.0,0.0,75,2012-10-07 00:00:00,1233,2012,10,7,0,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.73,0.0,0.0,90,2012-10-07 03:00:00,323,2012,10,7,3,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.65,0.0,0.0,90,2012-10-07 04:00:00,312,2012,10,7,4,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.51,0.0,0.0,75,2012-10-07 05:00:00,627,2012,10,7,5,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.05,0.0,0.0,90,2012-10-07 06:00:00,1508,2012,10,7,6,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
274.77,0.0,0.0,90,2012-10-07 07:00:00,1539,2012,10,7,7,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
274.77,0.0,0.0,75,2012-10-07 08:00:00,2232,2012,10,7,8,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.55,0.0,0.0,75,2012-10-07 09:00:00,4568,2012,10,7,9,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.24,0.0,0.0,75,2012-10-07 10:00:00,4624,2012,10,7,10,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
277.01,0.0,0.0,90,2012-10-07 11:00:00,4529,2012,10,7,11,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.43,0.0,0.0,90,2012-10-07 12:00:00,5139,2012,10,7,12,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.45,0.0,0.0,90,2012-10-07 13:00:00,6640,2012,10,7,13,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.27,0.0,0.0,90,2012-10-07 14:00:00,6589,2012,10,7,14,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.27,0.0,0.0,90,2012-10-07 15:00:00,4429,2012,10,7,15,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.44,0.0,0.0,90,2012-10-07 16:00:00,4329,2012,10,7,16,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.32,0.0,0.0,90,2012-10-07 17:00:00,3833,2012,10,7,17,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.27,0.0,0.0,90,2012-10-07 18:00:00,4015,2012,10,7,18,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.11,0.0,0.0,90,2012-10-07 19:00:00,3382,2012,10,7,19,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.79,0.0,0.0,75,2012-10-07 20:00:00,2815,2012,10,7,20,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.73,0.0,0.0,90,2012-10-07 21:00:00,2110,2012,10,7,21,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
274.88,0.0,0.0,75,2012-10-07 22:00:00,1555,2012,10,7,22,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273.92,0.0,0.0,20,2012-10-07 23:00:00,959,2012,10,7,23,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
273.08,0.0,0.0,20,2012-10-08 00:00:00,455,2012,10,8,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
272.62,0.0,0.0,20,2012-10-08 01:00:00,336,2012,10,8,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
271.78,0.0,0.0,1,2012-10-08 02:00:00,265,2012,10,8,2,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.05,0.0,0.0,1,2012-10-08 03:00:00,314,2012,10,8,3,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
270.63,0.0,0.0,1,2012-10-08 04:00:00,779,2012,10,8,4,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
270.33,0.0,0.0,1,2012-10-08 05:00:00,2571,2012,10,8,5,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
